name,url,country,iata,value,label,id
TAME Linea Aerea del Ecuador,tame-linea-aerea-del-ecuador-tae,ec,EQ ,TAME Linea Aerea del Ecuador (EQ/TAE),TAME Linea Aerea del Ecuador (EQ/TAE),750
Lufthansa Cargo,lufthansa-cargo-gec,de,LH ,Lufthansa Cargo (LH/GEC),Lufthansa Cargo (LH/GEC),322
Ladeco,ladeco-lco,cl,UC ,Ladeco (UC/LCO),Ladeco (UC/LCO),466
Air Transat,air-transat-tsc,ca,TS ,Air Transat (TS/TSC),Air Transat (TS/TSC),792
Transaero Airlines,transaero-airlines-tso,ru,UN ,Transaero Airlines (UN/TSO),Transaero Airlines (UN/TSO),795
Union des Transports Aériens,union-des-transports-aeriens,fr,UT ,Union des Transports Aériens (UT/UTA),Union des Transports Aériens (UT/UTA),1140
Netjets Aviation,netjets-aviation-eja,us,1I ,Netjets Aviation (1I/EJA),Netjets Aviation (1I/EJA),927
Trans Air Congo,trans-air-congo-tsg,cg,Q8 ,Trans Air Congo (Q8/TSG),Trans Air Congo (Q8/TSG),794
Voronezhavia,voronezhavia-vrn,ru,ZT ,Voronezhavia (ZT/VRN),Voronezhavia (ZT/VRN),850
Aero-Charter,aero-charter-ucr,ua,DW ,Aero-Charter (DW/UCR),Aero-Charter (DW/UCR),811
Midwest Express Airlines,midwest-express-airlines-mep,us,YX ,Midwest Express Airlines (YX/MEP),Midwest Express Airlines (YX/MEP),516
Windward Islands Airways,windward-islands-airways-wia,an,WM ,Windward Islands Airways (WM/WIA),Windward Islands Airways (WM/WIA),831
Midwest Airlines,midwest-airlines-mep,eg,YX ,Midwest Airlines (YX/MEP),Midwest Airlines (YX/MEP),540
Nordwind Airlines,nordwind-airlines-nws,ru,N4 ,Nordwind Airlines (N4/NWS),Nordwind Airlines (N4/NWS),1534
Darwin Airline,darwin-airline-dwt,ch,F7 ,Darwin Airline (F7/DWT),Darwin Airline (F7/DWT),1428
Worldways Canada,worldways-canada-wwc,ca,WG ,Worldways Canada (WG/WWC),Worldways Canada (WG/WWC),1135
Air Ukraine,air-ukraine-ukr,ua,6U ,Air Ukraine (6U/UKR),Air Ukraine (6U/UKR),1052
Aerotransporte de Carga Union,aerotransporte-de-carga-union-tno,mx,6R ,Aerotransporte de Carga Union (6R/TNO),Aerotransporte de Carga Union (6R/TNO),1042
Aerolineas Galapagos,aerolineas-galapagos-glg,ec,2K ,Aerolineas Galapagos (2K/GLG),Aerolineas Galapagos (2K/GLG),948
Onur Air,onur-air-ohy,tr,8Q ,Onur Air (8Q/OHY),Onur Air (8Q/OHY),1007
Baker Aviation,baker-aviation-baj,us,8Q ,Baker Aviation (8Q/BAJ),Baker Aviation (8Q/BAJ),896
British Airways,british-airways-baw,gb,BA ,British Airways (BA/BAW),British Airways (BA/BAW),113
BOAC,boac-ba0,uk,BA ,BOAC (BA/BA0),BOAC (BA/BA0),1133
Britannia Airways,britannia-airways-bal,gb,BY ,Britannia Airways (BY/BAL),Britannia Airways (BY/BAL),112
Flydubai,flydubai-fdb,ae,FZ ,Flydubai (FZ/FDB),Flydubai (FZ/FDB),1123
Alisea Airlines,alisea-airlines-bbg,it,FZ ,Alisea Airlines (FZ/BBG),Alisea Airlines (FZ/BBG),117
Benin Golf Air,benin-golf-air-bgl,bj,A8 ,Benin Golf Air (A8/BGL),Benin Golf Air (A8/BGL),129
Tropical Airways D'Haiti,tropical-airways-dhaiti-tbg,ht,M7 ,Tropical Airways D'Haiti (M7/TBG),Tropical Airways D'Haiti (M7/TBG),755
Bankair,bankair-bka,us,B4 ,Bankair (B4/BKA),Bankair (B4/BKA),131
flyFTI,flyfti-fti,de,BZ ,flyFTI (BZ/FTI),flyFTI (BZ/FTI),1402
Blue Dart Aviation,blue-dart-aviation-bda,in,BZ ,Blue Dart Aviation (BZ/BDA),Blue Dart Aviation (BZ/BDA),123
Keystone Air Service,keystone-air-service-kee,ca,BZ ,Keystone Air Service (BZ/KEE),Keystone Air Service (BZ/KEE),428
Brit Air,brit-air-bzh,fr,DB ,Brit Air (DB/BZH),Brit Air (DB/BZH),160
International Business Air,international-business-air-ibz,se,U5 ,International Business Air (U5/IBZ),International Business Air (U5/IBZ),379
ATA Airlines,ata-airlines-tbz,ir,I3 ,ATA Airlines (I3/TBZ),ATA Airlines (I3/TBZ),1620
United Parcel Service Company,united-parcel-service-company-ups,us,5X ,United Parcel Service Company (5X/UPS),United Parcel Service Company (5X/UPS),1056
Euroair,euroair-eup,gr,6M ,Euroair (6M/EUP),Euroair (6M/EUP),935
Superior Aviation,superior-aviation-hka,us,SO ,Superior Aviation (SO/HKA),Superior Aviation (SO/HKA),354
Superior Aviation Services,superior-aviation-services-suk,ke,M7 ,Superior Aviation Services (M7/SUK),Superior Aviation Services (M7/SUK),732
Belle Air,belle-air-lby,al,LZ ,Belle Air (LZ/LBY),Belle Air (LZ/LBY),1273
British Airways CitiExpress,british-airways-citiexpress-brt,gb,TH ,British Airways CitiExpress (TH/BRT),British Airways CitiExpress (TH/BRT),146
Transmile Air Services,transmile-air-services-tse,my,TH ,Transmile Air Services (TH/TSE),Transmile Air Services (TH/TSE),793
Thai Airways,thai-airways-tha,th,TG ,Thai Airways (TG/THA),Thai Airways (TG/THA),767
British International Helicopters,british-international-helicopters-bih,gb,BS ,British International Helicopters (BS/BIH),British International Helicopters (BS/BIH),130
Big Sky Airlines,big-sky-airlines-bsy,us,GQ ,Big Sky Airlines (GQ/BSY),Big Sky Airlines (GQ/BSY),151
Guine Bissau Airlines,guine-bissau-airlines-bsr,gw,G6 ,Guine Bissau Airlines (G6/BSR),Guine Bissau Airlines (G6/BSR),150
Transwest Air,transwest-air-abs,ca,9T ,Transwest Air (9T/ABS),Transwest Air (9T/ABS),870
Iberia Express,iberia-express-ibs,es,I2 ,Iberia Express (I2/IBS),Iberia Express (I2/IBS),1567
Portugalia,portugalia-pga,pt,NI ,Portugalia (NI/PGA),Portugalia (NI/PGA),606
Perm State Air,perm-state-air-pgp,ru,P9 ,Perm State Air (P9/PGP),Perm State Air (P9/PGP),607
Georgia Air Prague,georgia-air-prague-pgu,cz,   ,Georgia Air Prague (/PGU),Georgia Air Prague (/PGU),1433
TAG Aviation,tag-aviation-fpg,ch,FP ,TAG Aviation (FP/FPG),TAG Aviation (FP/FPG),311
Air People International,air-people-international-apg,th,3D ,Air People International (3D/APG),Air People International (3D/APG),883
Blue1,blue1-blf,fi,KF ,Blue1 (KF/BLF),Blue1 (KF/BLF),134
Kelowna Flightcraft International Air Cargo,kelowna-flightcraft-international-air-cargo-kfa,ca,W8 ,Kelowna Flightcraft International Air Cargo (W8/KFA),Kelowna Flightcraft International Air Cargo (W8/KFA),429
Nordkalottflyg,nordkalottflyg-nkf,se,8N ,Nordkalottflyg (8N/NKF),Nordkalottflyg (8N/NKF),998
Flamingo Airlines,flamingo-airlines-kfl,ke,F7 ,Flamingo Airlines (F7/KFL),Flamingo Airlines (F7/KFL),1577
Bearskin Airlines,bearskin-airlines-bls,ca,JV ,Bearskin Airlines (JV/BLS),Bearskin Airlines (JV/BLS),135
Ambassador Airways,ambassador-airways-amy,gb,B3 ,Ambassador Airways (B3/AMY),Ambassador Airways (B3/AMY),1403
Birdy Airlines,birdy-airlines-bdy,be,4V ,Birdy Airlines (4V/BDY),Birdy Airlines (4V/BDY),897
WOW air,wow-air-wow,is,WW ,WOW air (WW/WOW),WOW air (WW/WOW),1647
Shovkoviy Shlyah,shovkoviy-shlyah-sww,ua,S8 ,Shovkoviy Shlyah (S8/SWW),Shovkoviy Shlyah (S8/SWW),744
China Southern Airlines,china-southern-airlines-csn,cn,CZ ,China Southern Airlines (CZ/CSN),China Southern Airlines (CZ/CSN),207
China Eastern Airlines,china-eastern-airlines-ces,cn,MU ,China Eastern Airlines (MU/CES),China Eastern Airlines (MU/CES),178
China Airlines,china-airlines-cal,tw,CI ,China Airlines (CI/CAL),China Airlines (CI/CAL),165
Lloyd Aereo Boliviano,lloyd-aereo-boliviano-llb,bo,LB ,Lloyd Aereo Boliviano (LB/LLB),Lloyd Aereo Boliviano (LB/LLB),477
RusLine,rusline-rlu,ru,7R ,RusLine (7R/RLU),RusLine (7R/RLU),1503
Bering Air,bering-air-brg,us,8E ,Bering Air (8E/BRG),Bering Air (8E/BRG),903
Kosmos Airlines,kosmos-airlines-ksm,ru,K6 ,Kosmos Airlines (K6/KSM),Kosmos Airlines (K6/KSM),1502
Bahrain Air,bahrain-air-bab,bh,BN ,Bahrain Air (BN/BAB),Bahrain Air (BN/BAB),1434
Pacific Blue,pacific-blue-pbn,nz,DJ ,Pacific Blue (DJ/PBN),Pacific Blue (DJ/PBN),1079
Blue Wings,blue-wings-bwg,de,QW ,Blue Wings (QW/BWG),Blue Wings (QW/BWG),157
Saarland Airlines,saarland-airlines-sll,de,QW ,Saarland Airlines (QW/SLL),Saarland Airlines (QW/SLL),1163
Turks & Caicos Airways,turks-caicos-airways-tci,tc,QW ,Turks & Caicos Airways (QW/TCI),Turks & Caicos Airways (QW/TCI),758
Private Wings,private-wings-pwf,de,8W ,Private Wings (8W/PWF),Private Wings (8W/PWF),1415
Air Panama,air-panama-pst,pa,7P ,Air Panama (7P/PST),Air Panama (7P/PST),1591
Boston-Maine Airways,boston-maine-airways-cxs,us,E9 ,Boston-Maine Airways (E9/CXS),Boston-Maine Airways (E9/CXS),218
Evelop Airlines,evelop-airlines-eve,es,E9 ,Evelop Airlines (E9/EVE),Evelop Airlines (E9/EVE),1652
Deutsche Bahn AG,deutsche-bahn-ag-dbb,de,2A ,Deutsche Bahn AG (2A/DBB),Deutsche Bahn AG (2A/DBB),921
Sterling,sterling-snb,dk,NB ,Sterling (NB/SNB),Sterling (NB/SNB),716
Skynet Asia Airways,skynet-asia-airways-snj,jp,6J ,Skynet Asia Airways (6J/SNJ),Skynet Asia Airways (6J/SNJ),1031
TransNusa Airlines,transnusa-airlines-tnu,id,   ,TransNusa Airlines (/TNU),TransNusa Airlines (/TNU),1541
Blue Air,blue-air-jor,ro,0B ,Blue Air (0B/JOR),Blue Air (0B/JOR),1160
KrasAir,krasair-kjc,ru,7B ,KrasAir (7B/KJC),KrasAir (7B/KJC),973
Okada Air,okada-air-okj,ng,9H ,Okada Air (9H/OKJ),Okada Air (9H/OKJ),1167
Binter Canarias,binter-canarias-ibb,es,NT ,Binter Canarias (NT/IBB),Binter Canarias (NT/IBB),376
LTU International Airways,ltu-international-airways-ltu,de,LT ,LTU International Airways (LT/LTU),LTU International Airways (LT/LTU),495
Air Sofia,air-sofia-sfb,bg,CT ,Air Sofia (CT/SFB),Air Sofia (CT/SFB),695
Clickair,clickair-cli,es,XG ,Clickair (XG/CLI),Clickair (XG/CLI),1178
Air Mali International,air-mali-international-klb,ml,XG ,Air Mali International (XG/KLB),Air Mali International (XG/KLB),438
Africa World Airlines,africa-world-airlines-afw,gh,AW ,Africa World Airlines (AW/AFW),Africa World Airlines (AW/AFW),1650
Schreiner Airways,schreiner-airways-sch,nl,AW ,Schreiner Airways (AW/SCH),Schreiner Airways (AW/SCH),682
P.T. Dirgantara Air Services,pt-dirgantara-air-services-dir,id,AW ,P.T. Dirgantara Air Services (AW/DIR),P.T. Dirgantara Air Services (AW/DIR),233
Hawaiian Airlines,hawaiian-airlines-hal,us,HA ,Hawaiian Airlines (HA/HAL),Hawaiian Airlines (HA/HAL),346
Indonesia AirAsia,indonesia-airasia-awq,id,QZ ,Indonesia AirAsia (QZ/AWQ),Indonesia AirAsia (QZ/AWQ),1078
Comair,comair-caw,za,MN ,Comair (MN/CAW),Comair (MN/CAW),168
Kulula.com,kulula-com-caw,za,MN ,Kulula.com (MN/CAW),Kulula.com (MN/CAW),1216
Titan Airways,titan-airways-awc,gb,ZT ,Titan Airways (ZT/AWC),Titan Airways (ZT/AWC),1206
Nature Air,nature-air-nrr,cr,5C ,Nature Air (5C/NRR),Nature Air (5C/NRR),1528
Cavei Avir Lemitanim,cavei-avir-lemitanim-icl,il,5C ,Cavei Avir Lemitanim (5C/ICL),Cavei Avir Lemitanim (5C/ICL),958
Village Aviation,village-aviation-cam,us,R9 ,Village Aviation (R9/CAM),Village Aviation (R9/CAM),166
Canjet Airlines,canjet-airlines-cja,ca,C6 ,Canjet Airlines (C6/CJA),Canjet Airlines (C6/CJA),187
Cameroon Airlines,cameroon-airlines-uyc,cm,UY ,Cameroon Airlines (UY/UYC),Cameroon Airlines (UY/UYC),821
Guyana Airways,guyana-airways-gya,gy,GY ,Guyana Airways (GY/GYA),Guyana Airways (GY/GYA),343
Universal Airlines Guyana,universal-airlines-guyana-uvg,gy,UW ,Universal Airlines Guyana (UW/UVG),Universal Airlines Guyana (UW/UVG),820
Compass Airlines,compass-airlines-cpz,us,CP ,Compass Airlines (CP/CPZ),Compass Airlines (CP/CPZ),1116
Caspian Airlines Service,caspian-airlines-service-cpn,ir,RV ,Caspian Airlines Service (RV/CPN),Caspian Airlines Service (RV/CPN),200
Primaris Airlines,primaris-airlines-wcp,us,FE ,Primaris Airlines (FE/WCP),Primaris Airlines (FE/WCP),826
Grand Holdings,grand-holdings-ccp,us,MG ,Grand Holdings (MG/CCP),Grand Holdings (MG/CCP),175
Scorpio Aviation,scorpio-aviation-scp,eg,8S ,Scorpio Aviation (8S/SCP),Scorpio Aviation (8S/SCP),1025
Canadian North,canadian-north-mpe,ca,5T ,Canadian North (5T/MPE),Canadian North (5T/MPE),1488
Cape Air,cape-air-kap,us,9K ,Cape Air (9K/KAP),Cape Air (9K/KAP),969
Nantucket Airlines,nantucket-airlines-ack,us,9K ,Nantucket Airlines (9K/ACK),Nantucket Airlines (9K/ACK),1631
PrivatAir,privatair-pti,ch,PT ,PrivatAir (PT/PTI),PrivatAir (PT/PTI),1286
Capital Cargo International Airlines,capital-cargo-international-airlines-cci,us,PT ,Capital Cargo International Airlines (PT/CCI),Capital Cargo International Airlines (PT/CCI),173
Egyptair,egyptair-msr,eg,MS ,Egyptair (MS/MSR),Egyptair (MS/MSR),536
PT. Merpati Nusantara,pt-merpati-nusantara-mna,id,MZ ,PT. Merpati Nusantara (MZ/MNA),PT. Merpati Nusantara (MZ/MNA),523
Helikopterservice,helikopterservice-sco,se,YQ ,Helikopterservice (YQ/SCO),Helikopterservice (YQ/SCO),683
PT Indonesian Airlines,pt-indonesian-airlines-iaa,id,IO ,PT Indonesian Airlines (IO/IAA),PT Indonesian Airlines (IO/IAA),371
Debonair,debonair-deb,gb,2G ,Debonair (2G/DEB),Debonair (2G/DEB),1246
Caribbean Star Airlines,caribbean-star-airlines-gfi,ag,8B ,Caribbean Star Airlines (8B/GFI),Caribbean Star Airlines (8B/GFI),945
Carpatair,carpatair-krp,ro,V3 ,Carpatair (V3/KRP),Carpatair (V3/KRP),447
Cargojet Airways,cargojet-airways-cjt,ca,W8 ,Cargojet Airways (W8/CJT),Cargojet Airways (W8/CJT),188
BWIA West Indies Airways,bwia-west-indies-airways-bwa,tt,BW ,BWIA West Indies Airways (BW/BWA),BWIA West Indies Airways (BW/BWA),156
Blue Wing Airlines,blue-wing-airlines-bwi,sr,   ,Blue Wing Airlines (/BWI),Blue Wing Airlines (/BWI),1465
Cayman Airways,cayman-airways-cay,ky,KX ,Cayman Airways (KX/CAY),Cayman Airways (KX/CAY),169
Xiamen Airlines,xiamen-airlines-cxa,cn,MF ,Xiamen Airlines (MF/CXA),Xiamen Airlines (MF/CXA),215
China Xinjiang Airlines,china-xinjiang-airlines-cxj,cn,XO ,China Xinjiang Airlines (XO/CXJ),China Xinjiang Airlines (XO/CXJ),216
T.E.M. Enterprises,tem-enterprises-cxp,us,XP ,T.E.M. Enterprises (XP/CXP),T.E.M. Enterprises (XP/CXP),217
China Southwest Airlines,china-southwest-airlines-cxn,cn,SZ ,China Southwest Airlines (SZ/CXN),China Southwest Airlines (SZ/CXN),1586
Redair,redair-afi,gm,RV ,Redair (RV/AFI),Redair (RV/AFI),32
Skyservice Airlines,skyservice-airlines-ssv,ca,5G ,Skyservice Airlines (5G/SSV),Skyservice Airlines (5G/SSV),1034
Travel Service,travel-service-tvq,sk,6D ,Travel Service (6D/TVQ),Travel Service (6D/TVQ),1366
Rheintalflug,rheintalflug-rtl,at,WE ,Rheintalflug (WE/RTL),Rheintalflug (WE/RTL),1533
Thai Smile,thai-smile-thd,th,WE ,Thai Smile (WE/THD),Thai Smile (WE/THD),1656
Tri-MG Intra Asia Airlines,tri-mg-intra-asia-airlines-tmg,id,GY ,Tri-MG Intra Asia Airlines (GY/TMG),Tri-MG Intra Asia Airlines (GY/TMG),776
Vaso Airlines,vaso-airlines-vso,ru,2Z ,Vaso Airlines (2Z/VSO),Vaso Airlines (2Z/VSO),1511
Canada 3000,canada-3000-cmm,ca,2T ,Canada 3000 (2T/CMM),Canada 3000 (2T/CMM),1360
Chalks International Airlines,chalks-international-airlines,us,OP ,Chalks International Airlines (OP/CHK),Chalks International Airlines (OP/CHK),182
Ethiopian Airlines,ethiopian-airlines-eth,et,ET ,Ethiopian Airlines (ET/ETH),Ethiopian Airlines (ET/ETH),277
Copa Airlines,copa-airlines-cmp,pa,CM ,Copa Airlines (CM/CMP),Copa Airlines (CM/CMP),194
British Airtours,british-airtours-ckt,gb,KT ,British Airtours (KT/CKT),British Airtours (KT/CKT),1183
Caledonian Airways,caledonian-airways-ckt,gb,   ,Caledonian Airways (/CKT),Caledonian Airways (/CKT),1184
MexicanaClick,mexicanaclick-cbe,mx,QA ,MexicanaClick (QA/CBE),MexicanaClick (QA/CBE),1229
Suckling Airways,suckling-airways-say,gb,CB ,Suckling Airways (CB/SAY),Suckling Airways (CB/SAY),679
Kalitta Air,kalitta-air-cks,us,K4 ,Kalitta Air (K4/CKS),Kalitta Air (K4/CKS),190
Joint-Stock Company East Line Airlines,joint-stock-company-east-line-airlines-esl,ru,P7 ,Joint-Stock Company East Line Airlines (P7/ESL),Joint-Stock Company East Line Airlines (P7/ESL),274
Chari Aviation Services,chari-aviation-services-cah,za,S8 ,Chari Aviation Services (S8/CAH),Chari Aviation Services (S8/CAH),164
Chautauqua Airlines,chautauqua-airlines-chq,us,RP ,Chautauqua Airlines (RP/CHQ),Chautauqua Airlines (RP/CHQ),183
Europe Airpost,europe-airpost-fpo,fr,5O ,Europe Airpost (5O/FPO),Europe Airpost (5O/FPO),1252
Republic Airlines,republic-airlines-rpa,us,YX ,Republic Airlines (YX/RPA),Republic Airlines (YX/RPA),1152
Cimber Sterling,cimber-sterling-cim,dk,QI ,Cimber Sterling (QI/CIM),Cimber Sterling (QI/CIM),184
Chicago Express Airlines,chicago-express-airlines-wdy,us,C8 ,Chicago Express Airlines (C8/WDY),Chicago Express Airlines (C8/WDY),829
China Northwest Airlines,china-northwest-airlines-cnw,cn,WH ,China Northwest Airlines (WH/CNW),China Northwest Airlines (WH/CNW),195
Japan Air Commuter,japan-air-commuter-jac,jp,3X ,Japan Air Commuter (3X/JAC),Japan Air Commuter (3X/JAC),965
CommutAir,commutair-uca,us,C5 ,CommutAir (C5/UCA),CommutAir (C5/UCA),810
National Airlines,national-airlines-mua,us,N8 ,National Airlines (N8/MUA),National Airlines (N8/MUA),1299
Allegheny Commuter Airlines,allegheny-commuter-airlines-alo,us,US ,Allegheny Commuter Airlines (US/ALO),Allegheny Commuter Airlines (US/ALO),53
Sky Shuttle Helicopters,sky-shuttle-helicopters-emu,mo,   ,Sky Shuttle Helicopters (/EMU),Sky Shuttle Helicopters (/EMU),1563
East Asia Airlines,east-asia-airlines-emu,mo,3E ,East Asia Airlines (3E/EMU),East Asia Airlines (3E/EMU),929
BA CityFlyer,ba-cityflyer-cfe,gb,CJ ,BA CityFlyer (CJ/CFE),BA CityFlyer (CJ/CFE),1437
Colgan Air,colgan-air-cjc,us,9L ,Colgan Air (9L/CJC),Colgan Air (9L/CJC),910
China Yunnan Airlines,china-yunnan-airlines-cyh,cn,3Q ,China Yunnan Airlines (3Q/CYH),China Yunnan Airlines (3Q/CYH),920
Carib Aviation,carib-aviation-del,ag,3Q ,Carib Aviation (3Q/DEL),Carib Aviation (3Q/DEL),1569
LTE International Airways,lte-international-airways-lte,es,XO ,LTE International Airways (XO/LTE),LTE International Airways (XO/LTE),491
Air Luxor,air-luxor-alu,st,C2 ,Air Luxor (C2/ALU),Air Luxor (C2/ALU),55
Royal Tongan Airlines,royal-tongan-airlines-hrh,to,WR ,Royal Tongan Airlines (WR/HRH),Royal Tongan Airlines (WR/HRH),363
Haiti International Airline,haiti-international-airline-hrb,ht,HG ,Haiti International Airline (HG/HRB),Haiti International Airline (HG/HRB),362
Cielos del Peru,cielos-del-peru-ciu,ar,A2 ,Cielos del Peru (A2/CIU),Cielos del Peru (A2/CIU),185
Alitalia CityLiner,alitalia-cityliner-cyl,it,CT ,Alitalia CityLiner (CT/CYL),Alitalia CityLiner (CT/CYL),1562
Intercontinental colombia,intercontinental-colombia-ict,co,RS ,Intercontinental colombia (RS/ICT),Intercontinental colombia (RS/ICT),382
TUR European Airways,tur-european-airways-tct,tr,YI ,TUR European Airways (YI/TCT),TUR European Airways (YI/TCT),1463
Arctic Transportation Services,arctic-transportation-services-rya,us,7S ,Arctic Transportation Services (7S/RYA),Arctic Transportation Services (7S/RYA),1023
Ansett Airlines of New South Wales,ansett-airlones-of-new-south-wales-nsw,au,WX ,Ansett Airlines of New South Wales (WX/NSW),Ansett Airlines of New South Wales (WX/NSW),1605
Air Charter International,air-charter-international-acf,fr,SF ,Air Charter International (SF/ACF),Air Charter International (SF/ACF),1253
Maldivian,maldivian-dqa,mv,Q2 ,Maldivian (Q2/DQA),Maldivian (Q2/DQA),1420
Spantax,spantax-bxs,es,BX ,Spantax (BX/BXS),Spantax (BX/BXS),1395
Coast Air,coast-air-cst,no,BX ,Coast Air (BX/CST),Coast Air (BX/CST),209
Comair,comair-com,us,OH ,Comair (OH/COM),Comair (OH/COM),197
Oasis Hong Kong Airlines,oasis-hong-kong-airlines-ohk,hk,O8 ,Oasis Hong Kong Airlines (O8/OHK),Oasis Hong Kong Airlines (O8/OHK),1504
North Coast Aviation,north-coast-aviation-aoh,pg,N9 ,North Coast Aviation (N9/AOH),North Coast Aviation (N9/AOH),72
Mexicargo,mexicargo-mxc,mx,GJ ,Mexicargo (GJ/MXC),Mexicargo (GJ/MXC),544
Eagle Canyon Airlines,eagle-canyon-airlines-egj,us,YR ,Eagle Canyon Airlines (YR/EGJ),Eagle Canyon Airlines (YR/EGJ),257
Air Greece,air-greece-egj,gr,JG ,Air Greece (JG/AGJ),Air Greece (JG/AGJ),1581
Karair,karair-kar,fi,KR ,Karair (KR/KAR),Karair (KR/KAR),1075
UTair-Ukraine,utair-ukraine-utn,ua,QU ,UTair-Ukraine (QU/UTN),UTair-Ukraine (QU/UTN),1634
Mango,mango-mno,za,JE ,Mango (JE/MNO),Mango (JE/MNO),1176
MNG Airlines,mng-airlines-mnb,tr,MB ,MNG Airlines (MB/MNB),MNG Airlines (MB/MNB),524
Omni Air International,omni-air-international-oae,us,OY ,Omni Air International (OY/OAE),Omni Air International (OY/OAE),576
Omni,omni-oav,pt,OC ,Omni (OC/OAV),Omni (OC/OAV),580
Menajet,menajet-mnj,ae,IM ,Menajet (IM/MNJ),Menajet (IM/MNJ),525
Independent Carrier (ICAR),independent-carrier-icar-ipr,ua,C3 ,Independent Carrier (ICAR) (C3/IPR),Independent Carrier (ICAR) (C3/IPR),388
Cubana de Aviacion,cubana-de-aviacion-cub,cu,CU ,Cubana de Aviacion (CU/CUB),Cubana de Aviacion (CU/CUB),211
Corse Air International,corse-air-international-crl,fr,SS ,Corse Air International (SS/CRL),Corse Air International (SS/CRL),203
Finncomm Airlines,finncomm-airlines-fcm,fi,FC ,Finncomm Airlines (FC/FCM),Finncomm Airlines (FC/FCM),1074
Continental Micronesia,continental-micronesia-cmi,gu,CS ,Continental Micronesia (CS/CMI),Continental Micronesia (CS/CMI),193
O'Connor Airlines,oconnor-airlines-ocm,au,UQ ,O'Connor Airlines (UQ/OCM),O'Connor Airlines (UQ/OCM),582
Nas Air,nas-air-ncm,ml,P9 ,Nas Air (P9/NCM),Nas Air (P9/NCM),555
Air Toronto,air-toronto-cne,ca,CS ,Air Toronto (CS/CNE),Air Toronto (CS/CNE),1197
Shanghai Airlines,shanghai-airlines-csh,cn,FM ,Shanghai Airlines (FM/CSH),Shanghai Airlines (FM/CSH),206
Sichuan Airlines,sichuan-airlines-csc,cn,3U ,Sichuan Airlines (3U/CSC),Sichuan Airlines (3U/CSC),915
Coastal Travels Limited,coastal-travels-limited-csv,tz,7I ,Coastal Travels Limited (7I/CSV),Coastal Travels Limited (7I/CSV),916
Eastern Provincial Airways,eastern-provincial-airways-pv0,ca,PV ,Eastern Provincial Airways (PV/PV0),Eastern Provincial Airways (PV/PV0),1413
Airtours International Airways,airtours-international-airways-aih,gb,VZ ,Airtours International Airways (VZ/AIH),Airtours International Airways (VZ/AIH),1212
Air Southwest,air-southwest-wow,gb,SZ ,Air Southwest (SZ/WOW),Air Southwest (SZ/WOW),1168
Executive Airlines,executive-airlines-exk,us,OW ,Executive Airlines (OW/EXK),Executive Airlines (OW/EXK),256
African Express Airways,african-express-airways-axk,ke,XU ,African Express Airways (XU/AXK),African Express Airways (XU/AXK),101
Compass Airlines,compass-airlines-cym,au,YM ,Compass Airlines (YM/CYM),Compass Airlines (YM/CYM),1355
Nok Air,nok-air-nok,th,DD ,Nok Air (DD/NOK),Nok Air (DD/NOK),1244
National Airlines,national-airlines-rok,us,N7 ,National Airlines (N7/ROK),National Airlines (N7/ROK),1298
China United Airlines,china-united-airlines-cua,cn,KN ,China United Airlines (KN/CUA),China United Airlines (KN/CUA),1111
European Executive Express,european-executive-express-exc,se,RY ,European Executive Express (RY/EXC),European Executive Express (RY/EXC),284
Ecuatoriana de Aviacion,ecuatoriana-de-aviacion-eea,ec,EU ,Ecuatoriana de Aviacion (EU/EEA),Ecuatoriana de Aviacion (EU/EEA),253
Cronus Airlines,cronus-airlines-cus,gr,X5 ,Cronus Airlines (X5/CUS),Cronus Airlines (X5/CUS),1499
Woodgate Executive Air Charter,woodgate-executive-air-charter-emx,gb,3W ,Woodgate Executive Air Charter (3W/EMX),Woodgate Executive Air Charter (3W/EMX),930
Executive Aerospace,executive-aerospace-eas,za,   ,Executive Aerospace (/EAS),Executive Aerospace (/EAS),1548
Danish Air Transport,danish-air-transport-dtr,dk,DX ,Danish Air Transport (DX/DTR),Danish Air Transport (DX/DTR),247
Federal Express,federal-express-fdx,us,FX ,Federal Express (FX/FDX),Federal Express (FX/FDX),300
DHL International,dhl-international-dhx,bh,ES ,DHL International (ES/DHX),DHL International (ES/DHX),232
Helicusco,helicusco-es0,pe,ES ,Helicusco (ES/ES0),Helicusco (ES/ES0),1383
Dagestan Airlines,dagestan-airlines-dag,ru,N2 ,Dagestan Airlines (N2/DAG),Dagestan Airlines (N2/DAG),1501
Aerolineas Internacionales,aerolineas-internacionales-lnt,mx,N2 ,Aerolineas Internacionales (N2/LNT),Aerolineas Internacionales (N2/LNT),481
LTU Billa,ltu-billa-lto,at,L3 ,LTU Billa (L3/LTO),LTU Billa (L3/LTO),493
DHL de Guatemala,dhl-de-guatemala-jos,gt,L3 ,DHL de Guatemala (L3/JOS),DHL de Guatemala (L3/JOS),418
Dalavia,dalavia-khb,ru,H8 ,Dalavia (H8/KHB),Dalavia (H8/KHB),432
DHL Aero Expreso,dhl-aero-expreso-dae,pa,D5 ,DHL Aero Expreso (D5/DAE),DHL Aero Expreso (D5/DAE),221
Song,song-dal,us,DL ,Song (DL/DAL),Song (DL/DAL),1535
Lufthansa Italia,lufthansa-italia-dlh,it,LH ,Lufthansa Italia (LH/DLH),Lufthansa Italia (LH/DLH),1240
