name,url,country,iata,value,label,id
Deutsche Rettungsflugwacht,deutsche-rettungsflugwacht-amb,de,1I ,Deutsche Rettungsflugwacht (1I/AMB),Deutsche Rettungsflugwacht (1I/AMB),879
Flightline,flightline-flt,gb,B5 ,Flightline (B5/FLT),Flightline (B5/FLT),1186
Flight West Airlines,flight-west-airlines-fwq,au,YC ,Flight West Airlines (YC/FWQ),Flight West Airlines (YC/FWQ),1447
NHT Linhas Aereas,nht-linhas-areas-nhg,br,NT ,NHT Linhas Aereas (NT/NHG),NHT Linhas Aereas (NT/NHG),1323
Aero Flight GmbH & Co,aero-flight-gmbh-co-arf,de,GV ,Aero Flight GmbH & Co (GV/ARF),Aero Flight GmbH & Co (GV/ARF),77
Miami City Flights,miami-city-flights-na0,us,   ,Miami City Flights (/NA0),Miami City Flights (/NA0),1551
Air Glaciers,air-glaciers-agv,ch,7T ,Air Glaciers (7T/AGV),Air Glaciers (7T/AGV),1342
Aero Express Del Ecuador Trans AM,aero-express-del-ecuador-trans-am-rtm,ec,7T ,Aero Express Del Ecuador Trans AM (7T/RTM),Aero Express Del Ecuador Trans AM (7T/RTM),1022
DutchBird,dutchbird-dbr,nl,5D ,DutchBird (5D/DBR),DutchBird (5D/DBR),1393
Aerolitoral,aerolitoral-sli,mx,5D ,Aerolitoral (5D/SLI),Aerolitoral (5D/SLI),1028
Air Company Donbass Airlines,air-company-donbass-airlines-udd,ua,5D ,Air Company Donbass Airlines (5D/UDD),Air Company Donbass Airlines (5D/UDD),1051
Amadeus Global Travel Distribution,amadeus-global-travel-distribution-agt,es,1A ,Amadeus Global Travel Distribution (1A/AGT),Amadeus Global Travel Distribution (1A/AGT),868
Aeroperu,aeroperu-pli,pe,PL ,Aeroperu (PL/PLI),Aeroperu (PL/PLI),614
Airstars,airstars-ase,ru,PL ,Airstars (PL/ASE),Airstars (PL/ASE),80
Pluna Lineas Aereas Urugauyas,pluna-lineas-aereas-urugauyas-pua,uy,PU ,Pluna Lineas Aereas Urugauyas (PU/PUA),Pluna Lineas Aereas Urugauyas (PU/PUA),628
Small Planet Airlines,small-planet-airlines-llc,lt,   ,Small Planet Airlines (/LLC),Small Planet Airlines (/LLC),1400
PLL Scat Aircompany,pll-scat-aircompany-vsv,kz,DV ,PLL Scat Aircompany (DV/VSV),PLL Scat Aircompany (DV/VSV),854
Pineapple Air,pineapple-air-pnp,bs,   ,Pineapple Air (/PNP),Pineapple Air (/PNP),1469
Northwestern Air Lease,northwestern-air-lease-plr,ca,J3 ,Northwestern Air Lease (J3/PLR),Northwestern Air Lease (J3/PLR),616
Linea Turistica Aereotuy,linea-turistica-aereotuy-tuy,ve,LD ,Linea Turistica Aereotuy (LD/TUY),Linea Turistica Aereotuy (LD/TUY),800
AHK Air Hong Kong,ahk-air-hong-kong-ahk,hk,LD ,AHK Air Hong Kong (LD/AHK),AHK Air Hong Kong (LD/AHK),39
Trans World Airlines,trans-world-airlines-twa,us,TW ,Trans World Airlines (TW/TWA),Trans World Airlines (TW/TWA),1104
Lauda Air,lauda-air-lda,at,NG ,Lauda Air (NG/LDA),Lauda Air (NG/LDA),467
Golden Air,golden-air-gao,se,DC ,Golden Air (DC/GAO),Golden Air (DC/GAO),319
Air Moldova,air-moldova-mld,md,9U ,Air Moldova (9U/MLD),Air Moldova (9U/MLD),990
Iberworld Airlines,iberworld-airlines-iwd,es,TY ,Iberworld Airlines (TY/IWD),Iberworld Airlines (TY/IWD),401
World Airways,world-airways-woa,us,WO ,World Airways (WO/WOA),World Airways (WO/WOA),847
Lauda Air,lauda-air-ldi,it,L4 ,Lauda Air (L4/LDI),Lauda Air (L4/LDI),468
British World Airlines,british-world-airlines-bwl,gb,VF ,British World Airlines (VF/BWL),British World Airlines (VF/BWL),1211
Atlas Blue,atlas-blue-bmm,ma,8A ,Atlas Blue (8A/BMM),Atlas Blue (8A/BMM),902
Avies,avies-aia,ee,U3 ,Avies (U3/AIA),Avies (U3/AIA),42
Airblue Limited,airblue-limited-abq,pk,ED ,Airblue Limited (ED/ABQ),Airblue Limited (ED/ABQ),10
United Airlines,united-airlines-ual,us,UA ,United Airlines (UA/UAL),United Airlines (UA/UAL),808
bmibaby Limited,bmibaby-limited-bmi,gb,WW ,bmibaby Limited (WW/BMI),bmibaby Limited (WW/BMI),138
British Caledonian,british-caledonian-bcc,gb,BR ,British Caledonian (BR/BCC),British Caledonian (BR/BCC),1149
Edelweiss Air,edelweiss-air-edw,ch,8R ,Edelweiss Air (8R/EDW),Edelweiss Air (8R/EDW),926
Air Seychelles Limited,air-seychelles-limited-sey,sc,HM ,Air Seychelles Limited (HM/SEY),Air Seychelles Limited (HM/SEY),694
DHL Air Limited,dhl-air-limited-dhk,gb,D0 ,DHL Air Limited (D0/DHK),DHL Air Limited (D0/DHK),230
Air Mediterranee,air-mediterranee-bie,fr,ML ,Air Mediterranee (ML/BIE),Air Mediterranee (ML/BIE),1131
State United Venture Kavminvodyavia,state-united-venture-kavminvodyavia-mvd,ru,KV ,State United Venture Kavminvodyavia (KV/MVD),State United Venture Kavminvodyavia (KV/MVD),541
Piedmont Airlines,piedmont-airlines-pdt,us,US ,Piedmont Airlines (US/PDT),Piedmont Airlines (US/PDT),600
Air Berlin,air-berlin-ber,de,AB ,Air Berlin (AB/BER),Air Berlin (AB/BER),125
Air Contractors,air-contractors-abr,ie,AG ,Air Contractors (AG/ABR),Air Contractors (AG/ABR),11
Air Busan,air-busan-abl,kr,BX ,Air Busan (BX/ABL),Air Busan (BX/ABL),1418
Sabena,sabena-sab,be,SN ,Sabena (SN/SAB),Sabena (SN/SAB),672
Saudi Arabian Airlines,saudi-arabian-airlines-sva,sa,SV ,Saudi Arabian Airlines (SV/SVA),Saudi Arabian Airlines (SV/SVA),735
Air Arabia,air-arabia-aby,ae,G9 ,Air Arabia (G9/ABY),Air Arabia (G9/ABY),12
Transportes Aereos de Cabo Verde,transportes-aereos-de-cabo-verde-tcv,cv,VR ,Transportes Aereos de Cabo Verde (VR/TCV),Transportes Aereos de Cabo Verde (VR/TCV),759
Air BC,air-bc-abl,ca,ZX ,Air BC (ZX/ABL),Air BC (ZX/ABL),1189
Flybaboo,flybaboo-bbo,ch,F7 ,Flybaboo (F7/BBO),Flybaboo (F7/BBO),118
Dba,dba-bag,de,DI ,Dba (DI/BAG),Dba (DI/BAG),111
Hapag-Lloyd Express,hapag-lloyd-express-hlx,de,X3 ,Hapag-Lloyd Express (X3/HLX),Hapag-Lloyd Express (X3/HLX),359
Hapag Lloyd,hapag-lloyd-hlf,de,HF ,Hapag Lloyd (HF/HLF),Hapag Lloyd (HF/HLF),356
Dragon Airlines,dragon-airlines-hda,hk,KA ,Dragon Airlines (KA/HDA),Dragon Airlines (KA/HDA),349
American Eagle Airlines,american-eagle-airlines-egf,us,MQ ,American Eagle Airlines (MQ/EGF),American Eagle Airlines (MQ/EGF),1227
Air Madagascar,air-madagascar-mdg,mg,MD ,Air Madagascar (MD/MDG),Air Madagascar (MD/MDG),513
Strategic Airlines,strategic-airlines-agc,au,VC ,Strategic Airlines (VC/AGC),Strategic Airlines (VC/AGC),1215
Karthago Airlines,karthago-airlines-kaj,tn,5R ,Karthago Airlines (5R/KAJ),Karthago Airlines (5R/KAJ),968
Air One,air-one-adh,it,AP ,Air One (AP/ADH),Air One (AP/ADH),17
AirAsia Philippines,airasia-philippines-apg,ph,AP ,AirAsia Philippines (AP/PQ),AirAsia Philippines (AP/PQ),1636
Singapore Airlines,singapore-airlines-sia,sg,SQ ,Singapore Airlines (SQ/SIA),Singapore Airlines (SQ/SIA),703
TAP,tap-tap,pt,TP ,TAP (TP/TAP),TAP (TP/TAP),753
Yes Airways,yes-airways-yap,pl,   ,Yes Airways (/YAP),Yes Airways (/YAP),1295
Air Philippines Corporation,air-philippines-corporation-gap,ph,2P ,Air Philippines Corporation (2P/GAP),Air Philippines Corporation (2P/GAP),944
Air India,air-india-aic,in,AI ,Air India (AI/AIC),Air India (AI/AIC),43
Wizz Air,wizz-air-wzz,hu,W6 ,Wizz Air (W6/WZZ),Wizz Air (W6/WZZ),859
US Airways,us-airways-awe,us,US ,US Airways (US/AWE),US Airways (US/AWE),818
Malaysia Airlines,malaysia-airlines-mas,my,MH ,Malaysia Airlines (MH/MAS),Malaysia Airlines (MH/MAS),507
Air China,air-china-cca,cn,CA ,Air China (CA/CCA),Air China (CA/CCA),172
Air Asia,air-asia-axm,my,AK ,Air Asia (AK/AXM),Air Asia (AK/AXM),103
Air Atlanta Europe,air-atlanta-europe-euk,gb,5A ,Air Atlanta Europe (5A/EUK),Air Atlanta Europe (5A/EUK),934
Alpine Aviation,alpine-aviation-aip,us,5A ,Alpine Aviation (5A/AIP),Alpine Aviation (5A/AIP),876
Australian Airlines,australian-airlines-aus,au,TN ,Australian Airlines (TN/AUS),Australian Airlines (TN/AUS),1346
Vietnam Airlines,vietnam-airlines-hvn,vn,VN ,Vietnam Airlines (VN/HVN),Vietnam Airlines (VN/HVN),366
Croatia Airlines,croatia-airlines-ctn,hr,OU ,Croatia Airlines (OU/CTN),Croatia Airlines (OU/CTN),210
Transasia Airways Corporation,transasia-airways-corporation-tna,tw,GE ,Transasia Airways Corporation (GE/TNA),Transasia Airways Corporation (GE/TNA),780
Air Botnia,air-botnia-kfb,fi,KF ,Air Botnia (KF/KFB),Air Botnia (KF/KFB),1316
Pantanal Linhas Aereas Sul-Matogrossenses,pantanal-linhas-aereas-sul-matogrossenses-ptn,br,P8 ,Pantanal Linhas Aereas Sul-Matogrossenses (P8/PTN),Pantanal Linhas Aereas Sul-Matogrossenses (P8/PTN),627
TNT Airways,tnt-airways-tay,be,3V ,TNT Airways (3V/TAY),TNT Airways (3V/TAY),1037
Trans Air Benin,trans-air-benin-tnb,bj,Y7 ,Trans Air Benin (Y7/TNB),Trans Air Benin (Y7/TNB),781
Aero Services Executive,aero-services-executive-bes,fr,W4 ,Aero Services Executive (W4/BES),Aero Services Executive (W4/BES),126
Air Jamaica,air-jamaica-ajm,jm,JM ,Air Jamaica (JM/AJM),Air Jamaica (JM/AJM),45
JMC Air,jmc-air-jmc,gb,MT ,JMC Air (MT/JMC),JMC Air (MT/JMC),1325
Air Jamaica Express,air-jamaica-express-jmx,jm,JQ ,Air Jamaica Express (JQ/JMX),Air Jamaica Express (JQ/JMX),416
JetLite,jetlite-jll,in,S2 ,JetLite (S2/JLL),JetLite (S2/JLL),1121
Sahara Airlines Limited,sahara-airlines-limited-shd,in,S2 ,Sahara Airlines Limited (S2/SHD),Sahara Airlines Limited (S2/SHD),701
Syrian Arab Airlines,syrian-arab-airlines-syr,sy,RB ,Syrian Arab Airlines (RB/SYR),Syrian Arab Airlines (RB/SYR),748
Orbest Orizonia Airlines,orbest-iwd,es,4O ,Orbest Orizonia Airlines (4O/IWD),Orbest Orizonia Airlines (4O/IWD),1622
AirBaltic,airbaltic-bti,lv,BT ,AirBaltic (BT/BTI),AirBaltic (BT/BTI),154
Royal Brunei Airlines,royal-brunei-airlines-rba,bn,BI ,Royal Brunei Airlines (BI/RBA),Royal Brunei Airlines (BI/RBA),638
State Unitary Avia,state-unitary-avia-orb,ru,R2 ,State Unitary Avia (R2/ORB),State Unitary Avia (R2/ORB),590
Orenair,orenair-orb,ru,R2 ,Orenair (R2/ORB),Orenair (R2/ORB),1513
BRA Transportes Aereos,bra-transportes-aereos-brb,br,B7 ,BRA Transportes Aereos (B7/BRB),BRA Transportes Aereos (B7/BRB),1217
Iran Air Tours,iran-air-tours-irb,ir,B9 ,Iran Air Tours (B9/IRB),Iran Air Tours (B9/IRB),390
Monarch Airlines,monarch-airlines-mon,gb,ZB ,Monarch Airlines (ZB/MON),Monarch Airlines (ZB/MON),527
Bulgaria Air,bulgaria-air-lzb,bg,FB ,Bulgaria Air (FB/LZB),Bulgaria Air (FB/LZB),502
Wizz Air Ukraine,wizz-air-ukraine-wau,ua,WU ,Wizz Air Ukraine (WU/WAU),Wizz Air Ukraine (WU/WAU),1272
Wizz Air Bulgaria,wizz-air-bulgaria-wvl,bg,8Z ,Wizz Air Bulgaria (8Z/WVL),Wizz Air Bulgaria (8Z/WVL),1274
Horizon Air,horizon-air-qxe,us,QX ,Horizon Air (QX/QXE),Horizon Air (QX/QXE),635
IZair,izair-izm,tr,4I ,IZair (4I/IZM),IZair (4I/IZM),1380
Izhavia,izhavia-iza,ru,I8 ,Izhavia (I8/IZA),Izhavia (I8/IZA),1322
Horizon Airlines,horizon-airlines-hza,au,BN ,Horizon Airlines (BN/HZA),Horizon Airlines (BN/HZA),369
Air Atlanta Icelandic,air-atlanta-icelandic-abd,is,CC ,Air Atlanta Icelandic (CC/ABD),Air Atlanta Icelandic (CC/ABD),8
Macair Airlines,macair-airlines-mck,au,CC ,Macair Airlines (CC/MCK),Macair Airlines (CC/MCK),510
CCM Airlines,ccm-airlines-ccm,fr,XK ,CCM Airlines (XK/CCM),CCM Airlines (XK/CCM),174
Air Deccan,air-deccan-dkn,in,DN ,Air Deccan (DN/DKN),Air Deccan (DN/DKN),1407
Europe Continental Airways,europe-continental-airways-ecc,ch,QE ,Europe Continental Airways (QE/ECC),Europe Continental Airways (QE/ECC),252
Czech Connect Airlines,czech-connect-airlines-ccg,cz,CQ ,Czech Connect Airlines (CQ/CCG),Czech Connect Airlines (CQ/CCG),1493
Servicios Aereos Naccionales,servicios-aereos-naccionales-san,ec,WB ,Servicios Aereos Naccionales (WB/SAN),Servicios Aereos Naccionales (WB/SAN),676
Holidays Czech Airlines,holidays-czech-airlines-hcc,cz,HC ,Holidays Czech Airlines (HC/HCC),Holidays Czech Airlines (HC/HCC),1597
Amerijet International,amerijet-international-ajt,us,M6 ,Amerijet International (M6/AJT),Amerijet International (M6/AJT),47
Air Wisconsin,air-wisconsin-awi,us,ZW ,Air Wisconsin (ZW/AWI),Air Wisconsin (ZW/AWI),98
Zircon Airways Benin,zircon-airways-benin-bzw,bj,Z4 ,Zircon Airways Benin (Z4/BZW),Zircon Airways Benin (Z4/BZW),161
Air Malta,air-malta-amc,mt,KM ,Air Malta (KM/AMC),Air Malta (KM/AMC),57
Kam Air,kam-air-kmr,af,RQ ,Kam Air (RQ/KMR),Kam Air (RQ/KMR),441
Turkmenistan Airlines,turkmenistan-airlines-tua,tm,T5 ,Turkmenistan Airlines (T5/TUA),Turkmenistan Airlines (T5/TUA),796
Ukrainian Mediterranean Airlines,ukrainian-mediterranean-airlines-ukm,ua,UF ,Ukrainian Mediterranean Airlines (UF/UKM),Ukrainian Mediterranean Airlines (UF/UKM),816
Ocean Airlines,ocean-airlines-kmo,km,4O ,Ocean Airlines (4O/KMO),Ocean Airlines (4O/KMO),974
Comores Aviation,comores-aviation-kmz,km,KR ,Comores Aviation (KR/KMZ),Comores Aviation (KR/KMZ),442
Starbow,starbow-ikm,gh,S9 ,Starbow (S9/IKM),Starbow (S9/IKM),1651
K-Mile Air,k-mile-air-kmi,th,8K ,K-Mile Air (8K/KMI),K-Mile Air (8K/KMI),1657
F.S. Air Service,fs-air-service-eye,us,4A ,F.S. Air Service (4A/EYE),F.S. Air Service (4A/EYE),937
Air Japan,air-japan-ajx,jp,NQ ,Air Japan (NQ/AJX),Air Japan (NQ/AJX),48
Transportes Aereos Neuquen Sociedad Anonima,transportes-aereos-neuquen-sociedad-anonima-nqn,ar,T8 ,Transportes Aereos Neuquen Sociedad Anonima (T8/NQN),Transportes Aereos Neuquen Sociedad Anonima (T8/NQN),570
Sociedad Ecuatoriana de Transporles Aereos,sociedad-ecuatoriana-de-transporles-aereos-set,co,EH ,Sociedad Ecuatoriana de Transporles Aereos (EH/SET),Sociedad Ecuatoriana de Transporles Aereos (EH/SET),692
ANA Wings,ana-wings-akx,jp,EH ,ANA Wings (EH/AKX),ANA Wings (EH/AKX),50
Sky Express,sky-express-seh,gr,GQ ,Sky Express (GQ/SEH),Sky Express (GQ/SEH),1258
Aviaexpress,aviaexpress-aeh,hu,RX ,Aviaexpress (RX/AEH),Aviaexpress (RX/AEH),25
America West Airlines,america-west-airlines-awe,us,HP ,America West Airlines (HP/AWE),America West Airlines (HP/AWE),97
Belair Airlines,belair-airlines-bhp,ch,4T ,Belair Airlines (4T/BHP),Belair Airlines (4T/BHP),899
AVIACSA-Consorcio Aviaxsa,aviacsa-consorcio-aviaxsa-chp,mx,6A ,AVIACSA-Consorcio Aviaxsa (6A/CHP),AVIACSA-Consorcio Aviaxsa (6A/CHP),907
Tatarstan JSC Aircompany,tatarstan-jsc-aircompany-kaz,ru,U9 ,Tatarstan JSC Aircompany (U9/KAZ),Tatarstan JSC Aircompany (U9/KAZ),426
Swedjet Airways,swedjet-airways-bbb,se,VD ,Swedjet Airways (VD/BBB),Swedjet Airways (VD/BBB),114
Air Aland,air-aland-nvd,ax,N9 ,Air Aland (N9/NVD),Air Aland (N9/NVD),1324
Vayudoot,vayudoot-vdt,in,PF ,Vayudoot (PF/VDT),Vayudoot (PF/VDT),1289
Volga-Dnepr Airline,volga-dnepr-airline-vda,ru,VI ,Volga-Dnepr Airline (VI/VDA),Volga-Dnepr Airline (VI/VDA),828
Air Malawi,air-malawi-aml,mw,QM ,Air Malawi (QM/AML),Air Malawi (QM/AML),58
Tiger Airways Australia,tiger-airways-australia-tgw,au,TT ,Tiger Airways Australia (TT/TGW),Tiger Airways Australia (TT/TGW),1169
Air Lithuania,air-lithuania-kla,lt,TT ,Air Lithuania (TT/KLA),Air Lithuania (TT/KLA),437
Norwegian Air Shuttle,norwegian-air-shuttle-nax,no,DY ,Norwegian Air Shuttle (DY/NAX),Norwegian Air Shuttle (DY/NAX),552
Shuttle America,shuttle-america-tcf,us,S5 ,Shuttle America (S5/TCF),Shuttle America (S5/TCF),756
Ansett New Zealand,ansett-new-zealand-nma,nz,NY ,Ansett New Zealand (NY/NMA),Ansett New Zealand (NY/NMA),1146
Air Littoral,air-littoral-lit,fr,FU ,Air Littoral (FU/LIT),Air Littoral (FU/LIT),1233
Lufttaxi,lufttaxi-ltf,de,DV ,Lufttaxi (DV/LTF),Lufttaxi (DV/LTF),492
Nationair,nationair-nxa,ca,NX ,Nationair (NX/NXA),Nationair (NX/NXA),1136
Air Macau,air-macau-amu,mo,NX ,Air Macau (NX/AMU),Air Macau (NX/AMU),61
Manx Airlines,manx-airlines-mnx,gb,JE ,Manx Airlines (JE/MNX),Manx Airlines (JE/MNX),1158
Manx2,manx2-nm0,gb,NM ,Manx2 (NM/NM0),Manx2 (NM/NM0),1446
SmartLynx Airlines,smartlynx-airlines-art,lv,6Y ,SmartLynx Airlines (6Y/ART),SmartLynx Airlines (6Y/ART),1416
Inter Express Hava,inter-express-hava-inx,tr,6K ,Inter Express Hava (6K/INX),Inter Express Hava (6K/INX),959
Linea Aerea,linea-aerea-bnx,ve,KG ,Linea Aerea (KG/BNX),Linea Aerea (KG/BNX),140
Air Onix,air-onix-onx,ua,OG ,Air Onix (OG/ONX),Air Onix (OG/ONX),1642
BMI Regional,bmi-regional-bmr,gb,BM ,BMI Regional (BM/BMR),BMI Regional (BM/BMR),1662
ATI (Aero Trasporti Italiani),ati-aero-trasporti-italiani-ati,it,BM ,ATI (Aero Trasporti Italiani) (BM/ATI),ATI (Aero Trasporti Italiani) (BM/ATI),1173
Air Sicilia,air-sicilia-sic,it,BM ,Air Sicilia (BM/SIC),Air Sicilia (BM/SIC),704
Bayu Indonesia Air,bayu-indonesia-air-byu,id,BM ,Bayu Indonesia Air (BM/BYU),Bayu Indonesia Air (BM/BYU),159
British Midland (bmi),british-midland-bmi-bma,gb,BD ,British Midland (bmi) (BD/BMA),British Midland (bmi) (BD/BMA),137
Bemidji Airlines,bemidji-airlines-bmj,us,CH ,Bemidji Airlines (CH/BMJ),Bemidji Airlines (CH/BMJ),139
Bismillah Airlines,bismillah-airlines-bml,bd,5Z ,Bismillah Airlines (5Z/BML),Bismillah Airlines (5Z/BML),901
Air Midwest,air-midwest-amw,us,ZV ,Air Midwest (ZV/AMW),Air Midwest (ZV/AMW),62
Aeromexico,aeromexico-amx,mx,AM ,Aeromexico (AM/AMX),Aeromexico (AM/AMX),63
Air Hamburg,air-hamburg-aho,de,HH ,Air Hamburg (HH/AHO),Air Hamburg (HH/AHO),1425
Hamburg Airways,hamburg-airways-hay,de,HK ,Hamburg Airways (HK/HAY),Hamburg Airways (HK/HAY),1424
Camair-co,camair-co-crd,cm,QC ,Camair-co (QC/CRD),Camair-co (QC/CRD),1284
TAM,tam-tam,br,JJ ,TAM (JJ/TAM),TAM (JJ/TAM),133
Royal Air Maroc,royal-air-maroc-ram,ma,AT ,Royal Air Maroc (AT/RAM),Royal Air Maroc (AT/RAM),637
HMY Airways,hmy-airways-hmy,ca,HQ ,HMY Airways (HQ/HMY),HMY Airways (HQ/HMY),361
Cambodia Airlines,cambodia-airlines-khm,kh,Y6 ,Cambodia Airlines (Y6/KHM),Cambodia Airlines (Y6/KHM),433
All Nippon Airways,all-nippon-airways-ana,jp,NH ,All Nippon Airways (NH/ANA),All Nippon Airways (NH/ANA),64
WebJet Linhas Aéreas,webjet-linhas-aereas-web,br,WH ,WebJet Linhas Aéreas (WH/WEB),WebJet Linhas Aéreas (WH/WEB),1113
TRIP Linhas Aereas,trip-linhas-aereas-tib,br,T4 ,TRIP Linhas Aereas (T4/TIB),TRIP Linhas Aereas (T4/TIB),1332
Passaredo Linhas Aereas,passaredo-linhas-aereas-ptb,br,Y8 ,Passaredo Linhas Aereas (Y8/PTB),Passaredo Linhas Aereas (Y8/PTB),1259
Nordeste-Linhas Aereas Regionais,nordeste-linhas-aereas-regionais-nes,br,JH ,Nordeste-Linhas Aereas Regionais (JH/NES),Nordeste-Linhas Aereas Regionais (JH/NES),559
Linhas Aereas de Air Sao Tome And Principe,linhas-aereas-de-air-sao-tome-and-principe-eql,st,KY ,Linhas Aereas de Air Sao Tome And Principe (KY/EQL),Linhas Aereas de Air Sao Tome And Principe (KY/EQL),269
Rico Linhas Aereas,rico-linhas-aereas-rle,br,C7 ,Rico Linhas Aereas (C7/RLE),Rico Linhas Aereas (C7/RLE),647
Nouvelair Tunisia,nouvelair-tunisia-lbt,tn,BJ ,Nouvelair Tunisia (BJ/LBT),Nouvelair Tunisia (BJ/LBT),464
Batavia Air,batavia-air-btv,id,7P ,Batavia Air (7P/BTV),Batavia Air (7P/BTV),904
Bashkir Airlines,bashkir-airlines-btc,ru,V9 ,Bashkir Airlines (V9/BTC),Bashkir Airlines (V9/BTC),152
Air Batumi,air-batumi-btm,ge,   ,Air Batumi (/BTM),Air Batumi (/BTM),1444
Air Saint Barthelemy,air-saint-barthelemy-bth,fr,PV ,Air Saint Barthelemy (PV/BTH),Air Saint Barthelemy (PV/BTH),153
Air Nostrum,air-nostrum-ans,es,YW ,Air Nostrum (YW/ANE),Air Nostrum (YW/ANE),68
Skyways Express,skyways-express-skx,se,JZ ,Skyways Express (JZ/SKX),Skyways Express (JZ/SKX),710
SkyWest Airlines,skywest-airlines-skw,us,OO ,SkyWest Airlines (OO/SKW),SkyWest Airlines (OO/SKW),709
West Coast Air,west-coast-air-ywz,ca,8O ,West Coast Air (8O/YWZ),West Coast Air (8O/YWZ),1291
Skyway Airlines,skyway-airlines-syx,us,AL ,Skyway Airlines (AL/SYX),Skyway Airlines (AL/SYX),749
Skyways International,skyways-international-sx0,gb,SX ,Skyways International (SX/SX0),Skyways International (SX/SX0),1471
Skyward Aviation,skyward-aviation-sgk,ca,K9 ,Skyward Aviation (K9/SGK),Skyward Aviation (K9/SGK),698
MyAir,myair-myw,it,8I ,MyAir (8I/MYW),MyAir (8I/MYW),1639
Air Niugini,air-niugini-ang,pg,PX ,Air Niugini (PX/ANG),Air Niugini (PX/ANG),65
Aeromexpress,aeromexpress-mpx,mx,QO ,Aeromexpress (QO/MPX),Aeromexpress (QO/MPX),532
Air Canada,air-canada-aca,ca,AC ,Air Canada (AC/ACA),Air Canada (AC/ACA),13
Itali Airlines,itali-airlines-acl,it,FS ,Itali Airlines (FS/ACL),Itali Airlines (FS/ACL),871
Cathay Pacific,cathay-pacific-cpa,hk,CX ,Cathay Pacific (CX/CPA),Cathay Pacific (CX/CPA),199
Mexicana de Aviacion,mexicana-de-aviacion-mxa,mx,MX ,Mexicana de Aviacion (MX/MXA),Mexicana de Aviacion (MX/MXA),543
Cebu Pacific,cebu-pacific-ceb,ph,5J ,Cebu Pacific (5J/CEB),Cebu Pacific (5J/CEB),906
Indian Airlines,indian-airlines-iac,in,IC ,Indian Airlines (IC/IAC),Indian Airlines (IC/IAC),372
TACA International Airlines,taca-international-airlines-tai,sv,TA ,TACA International Airlines (TA/TAI),TACA International Airlines (TA/TAI),751
Canadian Pacific Air Lines,canadian-pacific-air-lines-cpc,ca,CP ,Canadian Pacific Air Lines (CP/CPC),Canadian Pacific Air Lines (CP/CPC),1125
Ellinair,ellinair-elb,gr,EL ,Ellinair (EL/ELB),Ellinair (EL/ELB),1645
Air Nippon,air-nippon-ank,jp,EL ,Air Nippon (EL/ANK),Air Nippon (EL/ANK),66
Brussels Airlines,brussels-airlines-bel,be,SN ,Brussels Airlines (SN/BEL),Brussels Airlines (SN/BEL),1093
Fly Hellas,fly-hellas-vkh,gr,VQ ,Fly Hellas (VQ/VKH),Fly Hellas (VQ/VKH),1313
Delta Air Lines,delta-air-lines-dal,us,DL ,Delta Air Lines (DL/DAL),Delta Air Lines (DL/DAL),223
Thomas Cook Airlines Belgium,thomas-cook-airlines-belgium-tcw,be,FQ ,Thomas Cook Airlines Belgium (FQ/TCW),Thomas Cook Airlines Belgium (FQ/TCW),760
Travel Service,travel-service-tvs,cz,QS ,Travel Service (QS/TVS),Travel Service (QS/TVS),803
Vueling Airlines,vueling-airlines-vlg,es,VY ,Vueling Airlines (VY/VLG),Vueling Airlines (VY/VLG),839
Estonian Air,estonian-air-ell,ee,OV ,Estonian Air (OV/ELL),Estonian Air (OV/ELL),263
Airnorth Regional,airnorth-regional-ano,au,TL ,Airnorth Regional (TL/ANO),Airnorth Regional (TL/ANO),67
Trans Mediterranean Airways,trans-mediterranean-airways-tma,lb,TL ,Trans Mediterranean Airways (TL/TMA),Trans Mediterranean Airways (TL/TMA),775
Emu Airways,emu-airways-tl0,au,TL ,Emu Airways (TL/TL0),Emu Airways (TL/TL0),1550
Air Libya,air-libya-tlr,ly,7Q ,Air Libya (7Q/TLR),Air Libya (7Q/TLR),1041
Virgin Atlantic,virgin-atlantic-vir,gb,VS ,Virgin Atlantic (VS/VIR),Virgin Atlantic (VS/VIR),835
Atlantic Airways,atlantic-airways-fli,fo,RC ,Atlantic Airways (RC/FLI),Atlantic Airways (RC/FLI),306
Atlasjet Uuslararasi Havacilik,atlasjet-uuslararasi-havacilik-oge,tr,KK ,Atlasjet Uuslararasi Havacilik (KK/OGE),Atlasjet Uuslararasi Havacilik (KK/OGE),584
Atlantic Southeast Airlines,atlantic-southeast-airlines-asq,us,EV ,Atlantic Southeast Airlines (EV/ASQ),Atlantic Southeast Airlines (EV/ASQ),162
Atlant-Soyuz Airlines,atlant-soyuz-airlines-ayz,ru,3G ,Atlant-Soyuz Airlines (3G/AYZ),Atlant-Soyuz Airlines (3G/AYZ),895
Air North Charter,air-north-charter-ant,ca,4N ,Air North Charter (4N/ANT),Air North Charter (4N/ANT),880
Dubrovnik AIrline,dubrovnik-airline-dbk,hr,2D ,Dubrovnik AIrline (2D/DBK),Dubrovnik AIrline (2D/DBK),1476
Aero VIP,aero-vip-aog,ar,2D ,Aero VIP (2D/AOG),Aero VIP (2D/AOG),881
Federico II Airways,federico-ii-airways-fde,it,2D ,Federico II Airways (2D/FDE),Federico II Airways (2D/FDE),939
